Case 1
   Query 189: 456
   Query 190: 240
   Query 191: 864
   Query 192: 480
   Query 193: 732
   Query 194: 711
   Query 195: 96
   Query 196: 144
   Query 197: 600
   Query 198: 51
   Query 199: 390
   Query 200: 8
   Query 201: 750
   Query 202: 42
   Query 203: 624
   Query 204: 84
   Query 205: 693
   Query 206: 600
   Query 207: 66
   Query 208: 168
   Query 209: 768
   Query 210: 456
   Query 211: 828
   Query 212: 336
   Query 213: 254
   Query 214: 96
   Query 215: 624
   Query 216: 84
   Query 217: 300
   Query 218: 828
   Query 219: 108
   Query 220: 828
   Query 221: 399
   Query 222: 336
   Query 223: 882
   Query 224: 216
   Query 225: 177
   Query 226: 600
   Query 227: 810
   Query 228: 505
   Query 229: 285
   Query 230: 480
   Query 231: 768
   Query 232: 600
   Query 233: 882
   Query 234: 822
   Query 235: 600
   Query 236: 216
   Query 237: 360
   Query 238: 112
   Query 239: 780
   Query 240: 816
   Query 241: 198
   Query 242: 0
   Query 243: 672
   Query 244: 528
   Query 245: 384
   Query 246: 744
   Query 247: 672
   Query 248: 48
   Query 249: 900
   Query 250: 186
   Query 251: 624
   Query 252: 336
   Query 253: 312
   Query 254: 84
   Query 255: 288
   Query 256: 768
   Query 257: 588
   Query 258: 696
   Query 259: 354
   Query 260: 216
   Query 261: 42
   Query 262: 144
   Query 263: 114
   Query 264: 630
   Query 265: 768
   Query 266: 102
   Query 267: 36
   Query 268: 84
   Query 269: 360
   Query 270: 720
   Query 271: 480
   Query 272: 357
   Query 273: 894
   Query 274: 900
   Query 275: 768
   Query 276: 280
   Query 277: 0
   Query 278: 528
   Query 279: 228
   Query 280: 720
   Query 281: 684
   Query 282: 0
   Query 283: 192
   Query 284: 84
   Query 285: 234
   Query 286: 720
   Query 287: 543
   Query 288: 768
   Query 289: 480
   Query 290: 240
   Query 291: 684
   Query 292: 312
   Query 293: 100
   Query 294: 408
   Query 295: 369
   Query 296: 696
   Query 297: 528
   Query 298: 888
   Query 299: 489
   Query 300: 636
   Query 301: 804
   Query 302: 867
   Query 303: 108
   Query 304: 564
   Query 305: 612
   Query 306: 768
   Query 307: 447
   Query 308: 30
   Query 309: 12
   Query 310: 27
   Query 311: 624
   Query 312: 900
   Query 313: 648
   Query 314: 492
   Query 315: 600
   Query 316: 594
   Query 317: 216
   Query 318: 885
   Query 319: 0
   Query 320: 57
   Query 321: 750
   Query 322: 576
   Query 323: 144
   Query 324: 780
   Query 325: 72
   Query 326: 27
   Query 327: 480
   Query 328: 486
   Query 329: 336
   Query 330: 144
   Query 331: 198
   Query 332: 420
   Query 333: 414
   Query 334: 258
   Query 335: 0
   Query 336: 402
   Query 337: 600
   Query 338: 252
   Query 339: 804
   Query 340: 84
   Query 341: 336
   Query 342: 816
   Query 343: 786
   Query 344: 408
   Query 345: 768
   Query 346: 864
   Query 347: 756
   Query 348: 720
   Query 349: 420
   Query 350: 786
   Query 351: 84
   Query 352: 336
   Query 353: 360
   Query 354: 320
   Query 355: 768
   Query 356: 144
   Query 357: 144
   Query 358: 864
   Query 359: 216
   Query 360: 528
   Query 361: 672
   Query 362: 468
   Query 363: 558
   Query 364: 144
   Query 365: 486
   Query 366: 0
   Query 367: 581
   Query 368: 588
   Query 369: 54
   Query 370: 48
   Query 371: 540
   Query 372: 96
   Query 373: 336
   Query 374: 246
   Query 375: 456
   Query 376: 54
   Query 377: 606
   Query 378: 588
   Query 379: 888
   Query 380: 600
   Query 381: 312
   Query 382: 624
   Query 383: 576
   Query 384: 600
   Query 385: 720
   Query 386: 684
   Query 387: 480
   Query 388: 250
   Query 389: 96
   Query 390: 48
   Query 391: 24
   Query 392: 192
   Query 393: 540
   Query 394: 790
   Query 395: 744
   Query 396: 864
   Query 397: 144
   Query 398: 216
   Query 399: 477
   Query 400: 342
   Query 401: 252
   Query 402: 276
   Query 403: 600
   Query 404: 0
   Query 405: 198
   Query 406: 768
   Query 407: 612
   Query 408: 174
   Query 409: 636
   Query 410: 198
   Query 411: 897
   Query 412: 192
   Query 413: 480
   Query 414: 714
   Query 415: 684
   Query 416: 420
   Query 417: 372
   Query 418: 270
   Query 419: 111
   Query 420: 864
   Query 421: 684
   Query 422: 312
   Query 423: 144
   Query 424: 384
   Query 425: 768
   Query 426: 348
   Query 427: 840
   Query 428: 312
   Query 429: 426
   Query 430: 768
   Query 431: 285
   Query 432: 198
   Query 433: 372
   Query 434: 537
   Query 435: 252
   Query 436: 768
   Query 437: 60
   Query 438: 288
   Query 439: 582
   Query 440: 864
   Query 441: 372
   Query 442: 624
   Query 443: 456
   Query 444: 144
   Query 445: 369
   Query 446: 456
   Query 447: 768
   Query 448: 312
   Query 449: 612
   Query 450: 312
   Query 451: 768
   Query 452: 426
   Query 453: 102
   Query 454: 432
   Query 455: 624
   Query 456: 672
   Query 457: 888
   Query 458: 144
   Query 459: 576
   Query 460: 672
   Query 461: 768
   Query 462: 162
   Query 463: 324
   Query 464: 768
   Query 465: 156
   Query 466: 426
   Query 467: 6
   Query 468: 12
   Query 469: 768
   Query 470: 240
   Query 471: 216
   Query 472: 369
   Query 473: 456
   Query 474: 894
   Query 475: 852
   Query 476: 768
   Query 477: 342
   Query 478: 36
   Query 479: 480
   Query 480: 720
   Query 481: 12
   Query 482: 768
   Query 483: 676
   Query 484: 72
   Query 485: 534
   Query 486: 708
   Query 487: 336
   Query 488: 654
   Query 489: 828
   Query 490: 201
   Query 491: 576
   Query 492: 828
   Query 493: 111
   Query 494: 594
   Query 495: 888
   Query 496: 90
   Query 497: 768
   Query 498: 192
   Query 499: 600
   Query 500: 312
   Query 501: 660
   Query 502: 600
   Query 503: 328
   Query 504: 876
   Query 505: 432
   Query 506: 870
   Query 507: 480
   Query 508: 252
   Query 509: 482
   Query 510: 768
   Query 511: 0
   Query 512: 592
   Query 513: 768
   Query 514: 672
   Query 515: 21
   Query 516: 456
   Query 517: 864
   Query 518: 440
   Query 519: 144
   Query 520: 120
   Query 521: 150
   Query 522: 312
   Query 523: 291
   Query 524: 0
   Query 525: 240
   Query 526: 654
   Query 527: 480
   Query 528: 720
   Query 529: 324
   Query 530: 696
   Query 531: 372
   Query 532: 714
   Query 533: 312
   Query 534: 0
   Query 535: 864
   Query 536: 276
   Query 537: 714
   Query 538: 102
   Query 539: 36
   Query 540: 723
   Query 541: 0
   Query 542: 816
   Query 543: 720
   Query 544: 30
   Query 545: 192
   Query 546: 444
   Query 547: 576
   Query 548: 684
   Query 549: 258
   Query 550: 0
   Query 551: 372
   Query 552: 624
   Query 553: 756
   Query 554: 120
   Query 555: 144
   Query 556: 141
   Query 557: 60
   Query 558: 24
   Query 559: 426
   Query 560: 0
   Query 561: 248
   Query 562: 816
   Query 563: 513
   Query 564: 542
   Query 565: 885
   Query 566: 444
   Query 567: 288
   Query 568: 840
   Query 569: 252
   Query 570: 480
   Query 571: 576
   Query 572: 96
   Query 573: 768
   Query 574: 696
   Query 575: 828
   Query 576: 258
   Query 577: 132
   Query 578: 348
   Query 579: 0
   Query 580: 126
   Query 581: 810
   Query 582: 540
   Query 583: 612
   Query 584: 540
   Query 585: 576
   Query 586: 288
   Query 587: 426
   Query 588: 144
   Query 589: 840
   Query 590: 480
   Query 591: 624
   Query 592: 540
   Query 593: 768
   Query 594: 192
   Query 595: 120
   Query 596: 768
   Query 597: 816
   Query 598: 42
   Query 599: 312
   Query 600: 476
   Query 601: 84
   Query 602: 588
   Query 603: 114
   Query 604: 144
   Query 605: 60
   Query 606: 240
   Query 607: 528
   Query 608: 228
   Query 609: 774
   Query 610: 396
   Query 611: 852
   Query 612: 570
   Query 613: 612
   Query 614: 60
   Query 615: 624
   Query 616: 744
   Query 617: 528
   Query 618: 768
   Query 619: 320
   Query 620: 880
   Query 621: 78
   Query 622: 444
   Query 623: 249
   Query 624: 240
   Query 625: 456
   Query 626: 768
   Query 627: 372
   Query 628: 24
   Query 629: 144
   Query 630: 486
   Query 631: 312
   Query 632: 576
   Query 633: 0
   Query 634: 42
   Query 635: 66
   Query 636: 258
   Query 637: 369
   Query 638: 504
   Query 639: 876
   Query 640: 816
   Query 641: 555
   Query 642: 648
   Query 643: 144
   Query 644: 48
   Query 645: 60
   Query 646: 600
   Query 647: 90
   Query 648: 312
   Query 649: 27
   Query 650: 672
   Query 651: 336
   Query 652: 711
   Query 653: 448
   Query 654: 612
   Query 655: 288
   Query 656: 672
   Query 657: 96
   Query 658: 720
   Query 659: 0
   Query 660: 768
   Query 661: 840
   Query 662: 768
   Query 663: 144
   Query 664: 30
   Query 665: 666
   Query 666: 600
   Query 667: 768
   Query 668: 600
   Query 669: 768
   Query 670: 804
   Query 671: 828
   Query 672: 240
   Query 673: 228
   Query 674: 228
   Query 675: 600
   Query 676: 888
   Query 677: 144
   Query 678: 600
   Query 679: 228
   Query 680: 168
   Query 681: 0
   Query 682: 0
   Query 683: 432
   Query 684: 600
   Query 685: 768
   Query 686: 792
   Query 687: 672
   Query 688: 864
   Query 689: 600
   Query 690: 384
   Query 691: 600
   Query 692: 600
   Query 693: 408
   Query 694: 882
   Query 695: 84
   Query 696: 144
   Query 697: 258
   Query 698: 312
   Query 699: 828
   Query 700: 84
   Query 701: 48
   Query 702: 672
   Query 703: 192
   Query 704: 330
   Query 705: 198
   Query 706: 300
   Query 707: 192
   Query 708: 540
   Query 709: 216
   Query 710: 312
   Query 711: 753
   Query 712: 336
   Query 713: 0
   Query 714: 336
   Query 715: 624
   Query 716: 576
   Query 717: 768
   Query 718: 84
   Query 719: 48
   Query 720: 627
   Query 721: 657
   Query 722: 0
   Query 723: 0
   Query 724: 0
   Query 725: 456
   Query 726: 768
   Query 727: 426
   Query 728: 876
   Query 729: 48
   Query 730: 720
   Query 731: 12
   Query 732: 666
   Query 733: 828
   Query 734: 72
   Query 735: 768
   Query 736: 360
   Query 737: 96
   Query 738: 600
   Query 739: 600
   Query 740: 645
   Query 741: 144
   Query 742: 144
   Query 743: 828
   Query 744: 48
   Query 745: 384
   Query 746: 264
   Query 747: 768
   Query 748: 57
   Query 749: 252
   Query 750: 786
   Query 751: 684
   Query 752: 504
   Query 753: 824
   Query 754: 576
   Query 755: 108
   Query 756: 144
   Query 757: 192
   Query 758: 888
   Query 759: 750
   Query 760: 312
   Query 761: 784
   Query 762: 144
   Query 763: 816
   Query 764: 720
   Query 765: 768
   Query 766: 744
   Query 767: 144
   Query 768: 714
   Query 769: 312
   Query 770: 240
   Query 771: 339
   Query 772: 768
   Query 773: 768
   Query 774: 798
   Query 775: 192
   Query 776: 534
   Query 777: 258
   Query 778: 426
   Query 779: 293
   Query 780: 288
   Query 781: 510
   Query 782: 768
   Query 783: 312
   Query 784: 672
   Query 785: 768
   Query 786: 576
   Query 787: 96
   Query 788: 96
   Query 789: 324
   Query 790: 540
   Query 791: 144
   Query 792: 528
   Query 793: 174
   Query 794: 708
   Query 795: 144
   Query 796: 312
   Query 797: 432
   Query 798: 480
   Query 799: 372
   Query 800: 684
   Query 801: 900
   Query 802: 864
   Query 803: 812
   Query 804: 720
   Query 805: 768
   Query 806: 711
   Query 807: 600
   Query 808: 0
   Query 809: 600
   Query 810: 9
   Query 811: 624
   Query 812: 192
   Query 813: 456
   Query 814: 849
   Query 815: 39
   Query 816: 336
   Query 817: 120
   Query 818: 168
   Query 819: 600
   Query 820: 114
   Query 821: 36
   Query 822: 888
   Query 823: 540
   Query 824: 168
   Query 825: 768
   Query 826: 608
   Query 827: 528
   Query 828: 732
   Query 829: 456
   Query 830: 693
   Query 831: 726
   Query 832: 540
   Query 833: 144
   Query 834: 826
   Query 835: 96
   Query 836: 444
   Query 837: 201
   Query 838: 312
   Query 839: 570
   Query 840: 756
   Query 841: 408
   Query 842: 444
   Query 843: 540
   Query 844: 36
   Query 845: 780
   Query 846: 30
   Query 847: 864
   Query 848: 429
   Query 849: 828
   Query 850: 176
   Query 851: 252
   Query 852: 426
   Query 853: 95
   Query 854: 648
   Query 855: 768
   Query 856: 888
   Query 857: 792
   Query 858: 513
   Query 859: 480
   Query 860: 560
   Query 861: 126
   Query 862: 828
   Query 863: 825
   Query 864: 768
   Query 865: 258
   Query 866: 336
   Query 867: 288
   Query 868: 676
   Query 869: 114
   Query 870: 540
   Query 871: 0
   Query 872: 588
   Query 873: 516
   Query 874: 540
   Query 875: 456
   Query 876: 144
   Query 877: 164
   Query 878: 768
   Query 879: 312
   Query 880: 792
   Query 881: 633
   Query 882: 96
   Query 883: 372
   Query 884: 600
   Query 885: 768
   Query 886: 597
   Query 887: 240
   Query 888: 672
   Query 889: 876
   Query 890: 576
   Query 891: 296
   Query 892: 540
   Query 893: 480
   Query 894: 768
   Query 895: 870
   Query 896: 608
   Query 897: 84
   Query 898: 216
   Query 899: 411
   Query 900: 48
   Query 901: 84
   Query 902: 234
   Query 903: 168
   Query 904: 408
   Query 905: 492
   Query 906: 456
   Query 907: 570
   Query 908: 696
   Query 909: 288
   Query 910: 288
   Query 911: 828
   Query 912: 576
   Query 913: 828
   Query 914: 468
   Query 915: 828
   Query 916: 84
   Query 917: 768
   Query 918: 348
   Query 919: 312
   Query 920: 456
   Query 921: 600
   Query 922: 648
   Query 923: 0
   Query 924: 144
   Query 925: 829
   Query 926: 816
   Query 927: 432
Case 10
   Query 1: 384
   Query 2: 412
   Query 3: 336
   Query 4: 840
   Query 5: 288
   Query 6: 336
   Query 7: 336
   Query 8: 336
   Query 9: 864
   Query 10: 432
   Query 11: 720
   Query 12: 468
   Query 13: 336
   Query 14: 768
   Query 15: 720
   Query 16: 216
   Query 17: 0
   Query 18: 96
   Query 19: 270
   Query 20: 84
   Query 21: 192
   Query 22: 144
   Query 23: 336
   Query 24: 192
   Query 25: 894
   Query 26: 432
   Query 27: 552
   Query 28: 768
   Query 29: 336
   Query 30: 144
   Query 31: 612
   Query 32: 272
   Query 33: 848
   Query 34: 256
   Query 35: 240
   Query 36: 816
   Query 37: 528
   Query 38: 0
   Query 39: 504
   Query 40: 528
   Query 41: 768
   Query 42: 420
   Query 43: 648
   Query 44: 456
   Query 45: 576
   Query 46: 708
   Query 47: 240
   Query 48: 516
   Query 49: 840
   Query 50: 496
   Query 51: 414
   Query 52: 858
   Query 53: 552
   Query 54: 720
   Query 55: 816
   Query 56: 192
   Query 57: 780
   Query 58: 480
   Query 59: 312
   Query 60: 400
   Query 61: 300
   Query 62: 384
   Query 63: 240
   Query 64: 720
   Query 65: 792
   Query 66: 12
   Query 67: 24
   Query 68: 270
   Query 69: 816
   Query 70: 48
   Query 71: 672
   Query 72: 816
   Query 73: 384
   Query 74: 528
   Query 75: 214
   Query 76: 180
   Query 77: 240
   Query 78: 660
   Query 79: 432
   Query 80: 768
   Query 81: 0
   Query 82: 528
   Query 83: 880
   Query 84: 96
   Query 85: 240
   Query 86: 240
   Query 87: 492
   Query 88: 693
   Query 89: 528
   Query 90: 225
   Query 91: 651
   Query 92: 720
   Query 93: 576
   Query 94: 9
   Query 95: 705
   Query 96: 144
   Query 97: 36
   Query 98: 624
   Query 99: 864
   Query 100: 264
   Query 101: 720
   Query 102: 600
   Query 103: 306
   Query 104: 468
   Query 105: 648
   Query 106: 468
   Query 107: 240
   Query 108: 846
   Query 109: 336
   Query 110: 864
   Query 111: 732
   Query 112: 96
   Query 113: 336
   Query 114: 480
   Query 115: 528
   Query 116: 864
   Query 117: 576
   Query 118: 336
   Query 119: 657
   Query 120: 888
   Query 121: 16
   Query 122: 32
   Query 123: 576
   Query 124: 120
   Query 125: 336
   Query 126: 96
   Query 127: 288
   Query 128: 6
   Query 129: 384
   Query 130: 192
   Query 131: 360
   Query 132: 480
   Query 133: 624
   Query 134: 576
   Query 135: 120
   Query 136: 384
   Query 137: 741
   Query 138: 864
   Query 139: 96
   Query 140: 624
   Query 141: 714
   Query 142: 0
   Query 143: 864
   Query 144: 640
   Query 145: 12
   Query 146: 96
   Query 147: 384
   Query 148: 0
   Query 149: 480
   Query 150: 384
   Query 151: 552
   Query 152: 0
   Query 153: 864
   Query 154: 63
   Query 155: 624
   Query 156: 0
   Query 157: 192
   Query 158: 240
   Query 159: 864
   Query 160: 252
   Query 161: 372
   Query 162: 303
   Query 163: 144
   Query 164: 264
   Query 165: 129
   Query 166: 336
   Query 167: 330
   Query 168: 627
   Query 169: 192
   Query 170: 816
   Query 171: 288
   Query 172: 96
   Query 173: 72
   Query 174: 624
   Query 175: 736
   Query 176: 624
   Query 177: 504
   Query 178: 384
   Query 179: 30
   Query 180: 222
   Query 181: 792
   Query 182: 264
   Query 183: 864
   Query 184: 816
   Query 185: 234
   Query 186: 128
   Query 187: 120
   Query 188: 30
   Query 189: 240
   Query 190: 48
   Query 191: 480
   Query 192: 768
   Query 193: 288
   Query 194: 704
   Query 195: 816
   Query 196: 576
   Query 197: 144
   Query 198: 48
   Query 199: 288
   Query 200: 690
   Query 201: 810
   Query 202: 192
   Query 203: 576
   Query 204: 612
   Query 205: 288
   Query 206: 744
   Query 207: 852
   Query 208: 240
   Query 209: 144
   Query 210: 576
   Query 211: 384
   Query 212: 192
   Query 213: 0
   Query 214: 570
   Query 215: 768
   Query 216: 816
   Query 217: 240
   Query 218: 336
   Query 219: 468
   Query 220: 300
   Query 221: 606
   Query 222: 222
   Query 223: 771
   Query 224: 108
   Query 225: 108
   Query 226: 858
   Query 227: 768
   Query 228: 872
   Query 229: 624
   Query 230: 816
   Query 231: 282
   Query 232: 240
   Query 233: 432
   Query 234: 336
   Query 235: 474
   Query 236: 504
   Query 237: 480
   Query 238: 432
   Query 239: 624
   Query 240: 432
   Query 241: 48
   Query 242: 384
   Query 243: 192
   Query 244: 768
   Query 245: 624
   Query 246: 240
   Query 247: 624
   Query 248: 348
   Query 249: 564
   Query 250: 378
   Query 251: 384
   Query 252: 384
   Query 253: 120
   Query 254: 186
   Query 255: 240
   Query 256: 384
   Query 257: 864
   Query 258: 48
   Query 259: 198
   Query 260: 168
   Query 261: 688
   Query 262: 120
   Query 263: 72
   Query 264: 96
   Query 265: 432
   Query 266: 720
   Query 267: 624
   Query 268: 0
   Query 269: 588
   Query 270: 0
   Query 271: 432
   Query 272: 624
   Query 273: 888
   Query 274: 60
   Query 275: 0
   Query 276: 816
   Query 277: 384
   Query 278: 240
   Query 279: 6
   Query 280: 768
   Query 281: 432
   Query 282: 264
   Query 283: 420
   Query 284: 672
   Query 285: 624
   Query 286: 576
   Query 287: 336
   Query 288: 336
   Query 289: 372
   Query 290: 340
   Query 291: 768
   Query 292: 336
   Query 293: 576
   Query 294: 768
   Query 295: 600
   Query 296: 48
   Query 297: 336
   Query 298: 132
   Query 299: 534
   Query 300: 72
   Query 301: 0
   Query 302: 384
   Query 303: 252
   Query 304: 840
   Query 305: 768
   Query 306: 168
   Query 307: 336
   Query 308: 720
   Query 309: 267
   Query 310: 240
   Query 311: 252
   Query 312: 888
   Query 313: 432
   Query 314: 888
   Query 315: 0
   Query 316: 96
   Query 317: 576
   Query 318: 696
   Query 319: 144
   Query 320: 144
   Query 321: 720
   Query 322: 576
   Query 323: 564
   Query 324: 756
   Query 325: 444
   Query 326: 792
   Query 327: 240
   Query 328: 336
   Query 329: 240
   Query 330: 480
   Query 331: 456
   Query 332: 480
   Query 333: 480
   Query 334: 336
   Query 335: 336
   Query 336: 240
   Query 337: 45
   Query 338: 456
   Query 339: 453
   Query 340: 612
   Query 341: 264
   Query 342: 840
   Query 343: 696
   Query 344: 849
   Query 345: 528
   Query 346: 576
   Query 347: 528
   Query 348: 240
   Query 349: 216
   Query 350: 546
   Query 351: 132
   Query 352: 72
   Query 353: 528
   Query 354: 816
   Query 355: 396
   Query 356: 720
   Query 357: 456
   Query 358: 48
   Query 359: 72
   Query 360: 468
   Query 361: 48
   Query 362: 720
   Query 363: 588
   Query 364: 180
   Query 365: 576
   Query 366: 720
   Query 367: 816
   Query 368: 0
   Query 369: 480
Case 11
   Query 1: 906
   Query 2: 752
   Query 3: 76
   Query 4: 437
   Query 5: 513
   Query 6: 779
   Query 7: 700
   Query 8: 304
   Query 9: 437
   Query 10: 570
   Query 11: 95
   Query 12: 76
   Query 13: 516
   Query 14: 209
   Query 15: 236
   Query 16: 437
   Query 17: 76
   Query 18: 310
   Query 19: 692
   Query 20: 814
   Query 21: 316
   Query 22: 798
   Query 23: 380
   Query 24: 754
   Query 25: 342
   Query 26: 133
   Query 27: 19
   Query 28: 818
   Query 29: 133
   Query 30: 133
   Query 31: 608
   Query 32: 478
   Query 33: 798
   Query 34: 76
   Query 35: 892
   Query 36: 804
   Query 37: 607
   Query 38: 38
   Query 39: 798
   Query 40: 760
   Query 41: 532
   Query 42: 228
   Query 43: 680
   Query 44: 76
   Query 45: 761
   Query 46: 107
   Query 47: 452
   Query 48: 836
   Query 49: 152
   Query 50: 304
   Query 51: 627
   Query 52: 500
   Query 53: 532
   Query 54: 703
   Query 55: 342
   Query 56: 836
   Query 57: 304
   Query 58: 420
   Query 59: 589
   Query 60: 760
   Query 61: 614
   Query 62: 684
   Query 63: 532
   Query 64: 182
   Query 65: 305
   Query 66: 444
   Query 67: 809
   Query 68: 171
   Query 69: 438
   Query 70: 821
   Query 71: 69
   Query 72: 700
   Query 73: 779
   Query 74: 848
   Query 75: 752
   Query 76: 95
   Query 77: 95
   Query 78: 209
   Query 79: 589
   Query 80: 798
   Query 81: 280
   Query 82: 855
   Query 83: 26
   Query 84: 4
   Query 85: 152
   Query 86: 456
   Query 87: 760
   Query 88: 76
   Query 89: 76
   Query 90: 662
   Query 91: 684
   Query 92: 836
   Query 93: 247
   Query 94: 57
   Query 95: 855
   Query 96: 210
   Query 97: 311
   Query 98: 627
   Query 99: 307
   Query 100: 380
   Query 101: 893
   Query 102: 177
   Query 103: 57
   Query 104: 836
   Query 105: 451
   Query 106: 17
   Query 107: 7
   Query 108: 570
   Query 109: 703
   Query 110: 288
   Query 111: 228
   Query 112: 213
   Query 113: 380
   Query 114: 171
   Query 115: 247
   Query 116: 791
   Query 117: 364
   Query 118: 548
   Query 119: 209
   Query 120: 874
   Query 121: 133
   Query 122: 874
   Query 123: 272
   Query 124: 437
   Query 125: 229
   Query 126: 603
   Query 127: 322
   Query 128: 351
Case 12
   Query 1: 0
   Query 2: 456
   Query 3: 570
   Query 4: 684
   Query 5: 456
   Query 6: 285
   Query 7: 180
   Query 8: 756
   Query 9: 798
   Query 10: 0
   Query 11: 285
   Query 12: 228
   Query 13: 456
   Query 14: 228
   Query 15: 285
   Query 16: 456
   Query 17: 684
   Query 18: 0
   Query 19: 228
   Query 20: 228
   Query 21: 0
   Query 22: 798
   Query 23: 684
   Query 24: 760
   Query 25: 741
   Query 26: 60
   Query 27: 684
   Query 28: 798
   Query 29: 48
   Query 30: 570
   Query 31: 759
   Query 32: 0
   Query 33: 0
   Query 34: 342
   Query 35: 627
   Query 36: 0
   Query 37: 804
   Query 38: 84
   Query 39: 348
   Query 40: 342
   Query 41: 420
   Query 42: 570
   Query 43: 798
   Query 44: 456
   Query 45: 27
   Query 46: 570
   Query 47: 456
   Query 48: 268
   Query 49: 456
   Query 50: 570
   Query 51: 0
   Query 52: 873
   Query 53: 600
   Query 54: 114
   Query 55: 582
   Query 56: 456
   Query 57: 855
   Query 58: 570
   Query 59: 339
   Query 60: 798
   Query 61: 378
   Query 62: 456
   Query 63: 228
   Query 64: 342
   Query 65: 672
   Query 66: 684
   Query 67: 57
   Query 68: 456
   Query 69: 456
   Query 70: 528
   Query 71: 0
   Query 72: 228
   Query 73: 560
   Query 74: 399
   Query 75: 798
   Query 76: 798
   Query 77: 456
   Query 78: 114
   Query 79: 213
   Query 80: 336
   Query 81: 216
   Query 82: 228
   Query 83: 456
   Query 84: 228
   Query 85: 456
   Query 86: 684
   Query 87: 0
   Query 88: 114
   Query 89: 57
   Query 90: 855
   Query 91: 228
   Query 92: 228
Case 13
   Query 1: 480
   Query 2: 192
   Query 3: 48
   Query 4: 288
   Query 5: 108
   Query 6: 636
   Query 7: 552
   Query 8: 828
   Query 9: 96
   Query 10: 432
   Query 11: 648
   Query 12: 96
   Query 13: 120
   Query 14: 816
   Query 15: 192
   Query 16: 768
   Query 17: 480
   Query 18: 336
   Query 19: 144
   Query 20: 672
   Query 21: 678
   Query 22: 768
   Query 23: 504
   Query 24: 240
   Query 25: 48
   Query 26: 48
   Query 27: 108
   Query 28: 480
   Query 29: 288
   Query 30: 464
   Query 31: 528
   Query 32: 816
   Query 33: 768
   Query 34: 144
   Query 35: 144
   Query 36: 48
   Query 37: 840
   Query 38: 282
   Query 39: 600
   Query 40: 600
   Query 41: 816
   Query 42: 336
   Query 43: 192
   Query 44: 288
   Query 45: 144
   Query 46: 480
   Query 47: 576
   Query 48: 630
   Query 49: 864
   Query 50: 456
   Query 51: 144
   Query 52: 144
   Query 53: 576
   Query 54: 528
   Query 55: 672
   Query 56: 288
   Query 57: 384
   Query 58: 144
   Query 59: 0
   Query 60: 384
   Query 61: 672
   Query 62: 624
   Query 63: 864
   Query 64: 336
   Query 65: 480
   Query 66: 216
   Query 67: 528
   Query 68: 576
   Query 69: 576
   Query 70: 528
   Query 71: 384
   Query 72: 384
   Query 73: 288
   Query 74: 0
   Query 75: 372
   Query 76: 144
   Query 77: 288
   Query 78: 48
   Query 79: 0
   Query 80: 336
   Query 81: 300
   Query 82: 816
   Query 83: 384
   Query 84: 720
   Query 85: 444
   Query 86: 96
   Query 87: 576
   Query 88: 336
   Query 89: 96
   Query 90: 432
   Query 91: 192
   Query 92: 348
   Query 93: 576
   Query 94: 192
   Query 95: 864
   Query 96: 864
   Query 97: 624
   Query 98: 576
   Query 99: 480
   Query 100: 648
   Query 101: 528
   Query 102: 864
   Query 103: 432
   Query 104: 768
   Query 105: 48
   Query 106: 900
   Query 107: 528
   Query 108: 24
   Query 109: 144
   Query 110: 864
   Query 111: 720
   Query 112: 864
   Query 113: 24
   Query 114: 624
   Query 115: 480
   Query 116: 480
   Query 117: 480
   Query 118: 480
   Query 119: 576
   Query 120: 552
   Query 121: 336
   Query 122: 768
   Query 123: 576
   Query 124: 900
   Query 125: 304
   Query 126: 48
   Query 127: 480
   Query 128: 192
   Query 129: 816
   Query 130: 864
   Query 131: 192
   Query 132: 192
   Query 133: 552
   Query 134: 288
   Query 135: 720
   Query 136: 294
   Query 137: 888
   Query 138: 768
   Query 139: 96
   Query 140: 312
   Query 141: 384
   Query 142: 720
   Query 143: 12
   Query 144: 768
   Query 145: 768
   Query 146: 48
   Query 147: 48
   Query 148: 864
   Query 149: 762
   Query 150: 714
   Query 151: 768
   Query 152: 432
   Query 153: 0
   Query 154: 192
   Query 155: 672
   Query 156: 336
   Query 157: 432
   Query 158: 396
   Query 159: 744
   Query 160: 48
   Query 161: 96
   Query 162: 144
   Query 163: 48
   Query 164: 192
   Query 165: 240
   Query 166: 888
   Query 167: 384
   Query 168: 288
   Query 169: 432
   Query 170: 336
   Query 171: 480
   Query 172: 672
   Query 173: 576
   Query 174: 864
   Query 175: 816
   Query 176: 576
   Query 177: 576
   Query 178: 672
   Query 179: 48
   Query 180: 832
   Query 181: 48
   Query 182: 684
   Query 183: 120
   Query 184: 528
   Query 185: 816
   Query 186: 660
   Query 187: 480
   Query 188: 144
   Query 189: 432
   Query 190: 432
   Query 191: 336
   Query 192: 720
   Query 193: 696
   Query 194: 48
   Query 195: 624
   Query 196: 432
   Query 197: 432
   Query 198: 768
   Query 199: 672
   Query 200: 432
   Query 201: 468
   Query 202: 384
   Query 203: 888
   Query 204: 552
   Query 205: 288
   Query 206: 840
   Query 207: 168
   Query 208: 336
   Query 209: 528
   Query 210: 744
   Query 211: 528
   Query 212: 768
   Query 213: 432
   Query 214: 144
   Query 215: 792
   Query 216: 768
   Query 217: 900
   Query 218: 768
   Query 219: 288
   Query 220: 624
   Query 221: 624
   Query 222: 96
   Query 223: 840
   Query 224: 528
